7.053889674322907366e-01,1.280914382682020181e-01,1.086764473717654056e-01,3.275100382001321364e-01
1.714894857637662140e-01,3.700104393020714477e-01,7.300423258136616855e-01,9.434986519105801328e-01
9.636223943708380757e-01,7.600402149642415672e-02,8.627424811053451270e-01,6.499039384185120172e-01
9.613649320775562446e-01,8.669075896670034309e-01,5.463716000965600506e-01,8.534102135582835036e-01
4.980877947645632187e-01,9.939168774689216557e-01,2.418092471422291778e-01,4.139454039034223820e-01
6.691678613234252060e-01,6.685799153892979518e-02,8.027091558834736906e-01,6.317772561302387180e-01
5.910594463330375303e-01,8.995717569989057916e-01,7.470528297037127841e-01,6.787558713403782917e-01
7.737179148099854187e-01,2.076215801092161639e-01,8.414139676114635868e-01,8.238528477066655586e-01
3.485546023953468575e-01,8.564102435821729919e-01,6.026900753477263395e-01,2.319025992477432574e-01
9.747166776317037762e-01,6.365781188380318367e-01,8.870814768614504464e-01,2.484195364294855546e-01
5.882612973339322870e-01,9.722880527134946105e-01,9.886903355549879757e-01,2.642787611855158536e-01
1.998967089219811921e-01,9.229035347314668014e-01,9.966693858146641327e-01,7.388855640262625979e-02
5.962947304475166854e-01,8.575631094188973513e-02,8.657947164685497743e-02,2.706745802440241322e-01
8.056175367330017378e-01,2.617444165888698215e-01,6.864967410022416727e-01,4.967856111225321669e-01
6.109731162705182017e-01,1.696519507724769671e-02,4.279738343981343007e-02,1.953480707681594097e-01
9.482359775008153413e-01,8.033316299976184238e-01,6.050480921069764095e-01,6.771698374673014165e-01
8.255581511782730253e-01,6.978579462127575406e-01,2.952467504553881739e-01,6.157682974066936987e-01
6.210123105236257102e-01,8.866414469730288239e-01,2.513642213322738739e-01,6.870792630254498601e-01
4.735557367643143944e-01,1.872358731036761759e-01,9.858419713199689793e-01,9.676824858900447968e-01
1.157411454833541242e-01,2.266744053441082096e-01,4.859048843252149474e-01,2.147545500305979571e-01
2.041083459239417808e-01,6.329491742433352996e-01,5.722294677652782768e-01,9.399252709240759618e-01
7.560715428209918709e-02,3.699081993637850507e-01,5.528859211363397197e-01,8.761286680000599514e-01
7.043935962311420607e-02,4.615168708599293179e-02,9.489785184261957385e-01,2.375700851146878012e-02
5.777309945426036819e-01,8.429383525241133102e-01,8.449453919441934913e-01,9.791298641097733180e-01
1.368552724152016786e-02,7.947450146403768345e-01,7.732954569803269784e-01,4.416622009481435684e-01
9.875154977224650521e-01,8.422937157361919391e-01,7.864360971502825093e-01,3.405851643945849716e-01
6.043627921933585334e-01,2.201965122513035444e-01,9.317132295026084865e-01,9.892936143280203209e-01
8.454066285245861456e-01,1.154387864752774995e-01,2.162644548376624343e-01,9.580385274853819855e-01
2.433496900704630317e-01,8.777606042104744155e-01,9.698348851359078759e-01,4.232118301341385447e-01
2.364560849686410116e-01,6.562873298388589571e-01,2.481314017954676654e-01,9.783376855297041264e-01
4.086572748624069940e-01,8.892789724753222824e-01,8.412265086672998660e-02,5.950600590097767650e-01
8.467840527122799665e-01,3.146922258596696054e-04,7.453655011671230790e-01,1.808651257617247543e-01
5.047317258827609399e-01,7.762677240460486017e-01,7.657810537464116996e-01,8.187900932574370128e-01
9.937035393273071504e-01,2.727578518917288530e-01,6.262551277527506066e-03,3.952862494721566256e-01
8.579567178117244453e-01,6.136551875987289462e-01,5.711424708467639499e-01,5.650201438247178798e-01
9.884217094117455638e-01,3.686103320530396132e-01,7.269502209833875739e-01,1.037780077373892107e-01
1.406351855203624712e-02,6.852297386635055609e-01,1.295809194767846284e-01,9.188293010898944679e-01
8.281487827466538221e-02,2.915228651280257210e-01,1.914650801897377352e-02,6.241332137913735423e-02
2.210934116837320884e-01,5.151880951987948265e-01,2.146258291696123699e-01,7.784699307510681843e-01
5.940528208717710257e-01,9.436735545528652791e-01,7.974606481092509913e-01,2.499882931287166210e-01
4.055321799292536111e-01,6.259336299953186522e-01,9.969846891245073284e-01,2.796518627079151997e-01
7.082838351201042881e-01,9.486110423959207560e-01,7.216079126071973660e-01,9.963817858028567453e-01
3.926040193312230198e-01,3.571488111998359916e-01,9.342223047105013833e-01,1.850198898884209964e-01
